City,Price,Area,Numbers of Bedroom,Numbers of Bathroom,Type
New Cairo,"1,709,712", 152 m2,3,2,apartment
New Cairo,"1,687,824", 152 m2,3,2,apartment
New Cairo,"1,731,600", 152 m2,3,2,apartment
New Cairo,"1,709,712", 152 m2,3,2,apartment
New Cairo,"1,687,824", 152 m2,3,2,apartment
New Cairo,"2,048,400", 139 m2,3,2,apartment
New Cairo,"2,098,400", 139 m2,3,2,apartment
New Cairo,"1,925,600", 133 m2,3,2,apartment
New Cairo,"1,856,480", 133 m2,3,2,apartment
New Cairo,"3,724,000", 195 m2,4,3,apartment
New Cairo,"3,836,000", 195 m2,4,3,apartment
New Cairo,"3,668,000", 195 m2,4,3,apartment
New Cairo,"2,275,920", 157 m2,3,2,apartment
New Cairo,"3,332,000", 176 m2,3,2,apartment
New Cairo,"3,374,000", 176 m2,3,2,apartment
New Cairo,"3,346,000", 176 m2,3,2,apartment
New Cairo,"2,275,920", 139 m2,3,2,apartment
New Cairo,"2,097,720", 139 m2,3,2,apartment
New Cairo,"2,132,960", 139 m2,3,2,apartment
New Cairo,"1,994,720", 139 m2,3,2,apartment
New Cairo,"2,025,360", 139 m2,3,2,apartment
New Cairo,"1,654,992", 128 m2,3,2,apartment
New Cairo,"1,800,200", 132 m2,3,2,apartment
New Cairo,"1,614,240", 123 m2,3,2,apartment
New Cairo,"1,753,200", 123 m2,3,2,apartment
New Cairo,"1,611,680", 123 m2,3,2,apartment
New Cairo,"1,986,800", 123 m2,3,2,apartment
New Cairo,"2,267,600", 151 m2,3,2,apartment
New Cairo,"2,034,000", 151 m2,3,2,apartment
New Cairo,"1,490,000", 125 m2,3,2,apartment
New Cairo,"1,490,000", 125 m2,3,2,apartment
New Cairo,"1,422,000", 125 m2,3,2,apartment
New Cairo,"1,586,880", 135 m2,3,2,apartment
New Cairo,"1,567,440", 135 m2,3,2,apartment
New Cairo,"1,550,160", 130 m2,3,2,apartment
New Cairo,"1,586,880", 135 m2,3,2,apartment
New Cairo,"1,586,880", 135 m2,3,2,apartment
New Cairo,"1,617,440", 135 m2,3,2,apartment
New Cairo,"1,544,000", 130 m2,3,2,apartment
New Cairo,"1,475,280", 130 m2,3,2,apartment
New Cairo,"1,544,000", 130 m2,3,2,apartment
New Cairo,"1,600,160", 130 m2,3,2,apartment
New Cairo,"1,475,280", 130 m2,3,2,apartment
New Cairo,"1,581,440", 130 m2,3,2,apartment
New Cairo,"1,171,520", 162 m2,3,2,apartment
New Cairo,"1,881,648", 157 m2,3,2,apartment
New Cairo,"1,447,440", 135 m2,2,2,apartment
New Cairo,"1,441,440", 130 m2,2,2,apartment
New Cairo,"1,663,200", 132 m2,2,2,apartment
New Cairo,"1,417,680", 123 m2,2,2,apartment
New Cairo,"1,987,200", 130 m2,2,2,apartment
New Cairo,"1,987,200", 151 m2,3,2,apartment
New Cairo,"1,564,992", 128 m2,2,2,apartment
New Cairo,"3,010,320", 151 m2,3,2,apartment
New Cairo,"2,481,782", 152 m2,3,2,apartment
New Cairo,"2,311,286", 123 m2,2,2,apartment
New Cairo,"1,998,000", 125 m2,2,2,apartment
6th October,"5,663,000", 298 m2,5,4,villa
New Cairo,"3,750,000", 195 m2,3,3,apartment
New Cairo,"3,300,000", 185 m2,3,3,apartment
New Cairo,"2,050,000", 125 m2,2,2,apartment
New Cairo,"3,841,000", 186 m2,3,2,apartment
New Cairo,"6,000,000", 210 m2,3,3,pent-house
New Cairo,"4,600,000", 200 m2,3,3,apartment
New Cairo,"4,022,000", 184 m2,3,2,apartment
New Cairo,"3,600,000", 187 m2,3,3,apartment
New Cairo,"4,950,000", 224 m2,3,4,apartment
New Cairo,"4,400,000", 215 m2,3,3,apartment
New Cairo,"4,200,000", 245 m2,3,3,apartment
New Cairo,"3,750,000", 234 m2,3,3,apartment
New Cairo,"3,600,000", 190 m2,3,3,apartment
New Cairo,"2,900,000", 189 m2,3,4,apartment
New Cairo,"2,773,000", 154 m2,2,3,apartment
New Cairo,"3,000,000", 155 m2,2,3,apartment
New Cairo,"1,100,000", 155 m2,2,2,apartment
New Cairo,"2,282,120", 128 m2,2,2,apartment
New Cairo,"2,750,000", 220 m2,3,3,apartment
New Cairo,"2,500,000", 177 m2,3,2,apartment
New Cairo,"4,475,650", 275 m2,4,4,pent-house
New Cairo,"1,730,000", 175 m2,3,3,apartment
New Cairo,"5,261,920", 282 m2,4,3,pent-house
New Cairo,"6,670,400", 300 m2,4,3,pent-house
New Cairo,"5,798,000", 265 m2,4,3,pent-house
New Cairo,"3,589,500", 153 m2,3,2,apartment
New Cairo,"7,048,000", 300 m2,5,3,apartment
New Cairo,"3,506,900", 157 m2,3,2,apartment
New Cairo,"3,746,500", 165 m2,3,2,apartment
New Cairo,"3,438,200", 142 m2,3,2,apartment
New Cairo,"3,680,500", 165 m2,3,2,apartment
New Cairo,"3,923,900", 167 m2,3,2,apartment
New Cairo,"3,693,800", 142 m2,3,2,apartment
New Cairo,"3,245,000", 137 m2,3,2,apartment
New Cairo,"3,569,700", 157 m2,3,2,apartment
New Cairo,"3,475,500", 157 m2,3,2,apartment
New Cairo,"3,261,400", 134 m2,3,2,apartment
New Cairo,"7,178,900", 317 m2,5,3,apartment
New Cairo,"6,287,400", 266 m2,4,3,apartment
New Cairo,"3,741,600", 164 m2,3,2,apartment
New Cairo,"3,905,600", 164 m2,3,2,apartment
New Cairo,"3,697,800", 162 m2,3,2,apartment
New Cairo,"6,577,400", 282 m2,4,3,apartment
New Cairo,"3,181,000", 134 m2,3,2,apartment
New Cairo,"6,580,000", 266 m2,4,3,apartment
New Cairo,"3,991,000", 167 m2,3,2,apartment
New Cairo,"4,274,900", 167 m2,3,2,apartment
New Cairo,"3,922,000", 164 m2,3,2,apartment
New Cairo,"3,859,800", 162 m2,3,2,apartment
New Cairo,"3,306,500", 135 m2,3,2,apartment
New Cairo,"3,616,000", 142 m2,3,2,apartment
New Cairo,"8,007,000", 310 m2,5,3,apartment
New Cairo,"3,372,800", 132 m2,3,2,apartment
New Cairo,"7,512,500", 285 m2,4,3,apartment
New Cairo,"8,518,000", 281 m2,4,3,apartment
New Cairo,"4,706,000", 188 m2,3,2,apartment
New Cairo,"4,804,000", 196 m2,3,2,apartment
New Cairo,"5,196,000", 196 m2,3,2,apartment
New Cairo,"5,140,000", 180 m2,3,2,apartment
New Cairo,"3,656,000", 127 m2,3,2,apartment
New Cairo,"4,988,000", 188 m2,3,2,apartment
New Cairo,"5,116,000", 176 m2,3,2,apartment
New Cairo,"4,860,000", 170 m2,3,2,apartment
New Cairo,"4,160,000", 145 m2,3,2,apartment
New Cairo,"5,112,000", 179 m2,3,2,apartment
New Cairo,"4,061,500", 139 m2,3,2,apartment
New Cairo,"3,644,500", 139 m2,3,2,apartment
New Cairo,"3,575,000", 139 m2,3,2,apartment
New Cairo,"2,753,200", 135 m2,3,2,apartment
New Cairo,"2,592,640", 132 m2,3,2,apartment
New Cairo,"2,544,800", 134 m2,3,2,apartment
New Cairo,"2,944,400", 165 m2,3,2,apartment
New Cairo,"2,705,120", 142 m2,3,2,apartment
New Cairo,"2,871,600", 153 m2,3,2,apartment
New Cairo,"3,283,200", 182 m2,4,2,apartment
New Cairo,"3,342,280", 187 m2,4,2,apartment
New Cairo,"3,302,400", 167 m2,3,2,apartment
New Cairo,"2,886,400", 137 m2,3,2,apartment
New Cairo,"3,360,000", 170 m2,3,2,apartment
New Cairo,"6,668,000", 310 m2,4,3,apartment
New Cairo,"3,206,400", 162 m2,3,2,apartment
New Cairo,"4,191,040", 191 m2,4,2,apartment
New Cairo,"3,544,480", 154 m2,3,2,apartment
New Cairo,"4,295,680", 193 m2,3,2,apartment
New Cairo,"5,173,440", 246 m2,4,2,apartment
New Cairo,"3,671,200", 160 m2,3,2,apartment
New Cairo,"3,268,800", 184 m2,3,2,apartment
New Cairo,"4,410,560", 194 m2,4,2,apartment
New Cairo,"4,083,840", 186 m2,3,2,apartment
New Cairo,"3,460,000", 150 m2,3,2,apartment
New Cairo,"4,154,400", 190 m2,4,2,apartment
New Cairo,"4,230,400", 190 m2,4,2,apartment
New Cairo,"3,484,000", 150 m2,3,2,apartment
New Cairo,"2,224,000", 95 m2,2,2,apartment
New Cairo,"2,201,600", 94 m2,2,2,apartment
Mostakbal City,"1,600,000", 135 m2,2,2,apartment
Mostakbal City,"1,500,800", 133 m2,2,2,apartment
Mostakbal City,"1,494,800", 126 m2,2,2,apartment
Mostakbal City,"1,089,000", 90 m2,1,1,apartment
Mostakbal City,"889,253", 80 m2,1,1,apartment
Mostakbal City,"2,310,000", 220 m2,4,3,apartment
Mostakbal City,"1,837,500", 175 m2,3,2,apartment
Mostakbal City,"1,417,500", 135 m2,3,2,apartment
Mostakbal City,"840,000", 80 m2,1,1,apartment
New Cairo,"2,075,000", 120 m2,3,2,apartment
New Cairo,"6,285,000", 230 m2,3,2,pent-house
New Cairo,"2,840,000", 128 m2,3,2,pent-house
New Cairo,"4,903,000", 230 m2,4,3,pent-house
New Cairo,"4,590,000", 220 m2,4,3,pent-house
New Cairo,"4,590,000", 215 m2,4,3,pent-house
New Cairo,"4,330,000", 210 m2,4,3,pent-house
New Cairo,"3,155,000", 171 m2,3,2,pent-house
New Cairo,"3,030,000", 164 m2,3,2,pent-house
New Cairo,"2,575,000", 128 m2,3,2,pent-house
New Cairo,"3,065,000", 166 m2,3,2,pent-house
New Cairo,"2,534,948", 164 m2,3,2,pent-house
New Cairo,"4,500,000", 255 m2,4,3,duplex
New Cairo,"3,625,000", 215 m2,3,2,apartment
New Cairo,"2,555,000", 171 m2,3,2,apartment
New Cairo,"5,135,000", 220 m2,3,2,apartment
New Cairo,"4,060,000", 210 m2,3,2,apartment
New Cairo,"2,555,000", 166 m2,3,2,apartment
New Cairo,"2,525,000", 164 m2,3,2,apartment
New Cairo,"2,430,000", 128 m2,3,2,apartment
New Cairo,"3,490,000", 210 m2,4,3,apartment
New Cairo,"3,130,000", 171 m2,3,2,apartment
New Cairo,"2,535,000", 164 m2,3,2,apartment
New Cairo,"2,045,000", 164 m2,3,2,apartment
New Cairo,"2,155,000", 128 m2,3,2,apartment
New Cairo,"2,565,000", 166 m2,3,2,apartment
New Cairo,"2,070,000", 166 m2,3,2,apartment
New Cairo,"1,875,000", 120 m2,3,2,apartment
New Cairo,"3,323,255", 215 m2,4,3,apartment
New Cairo,"1,809,360", 120 m2,3,2,apartment
New Cairo,"2,535,000", 164 m2,3,2,apartment
New Cairo,"2,650,000", 171 m2,3,2,apartment
New Cairo,"2,535,000", 164 m2,3,2,apartment
New Cairo,"1,930,000", 128 m2,3,2,apartment
Katameya City,"2,320,000", 160 m2,3,2,apartment
New Cairo,"2,650,000", 160 m2,2,2,apartment
New Cairo,"2,500,000", 150 m2,2,3,apartment
New Cairo,"4,900,000", 225 m2,4,3,apartment
New Cairo,"2,870,000", 156 m2,2,2,apartment
New Cairo,"3,600,000", 194 m2,3,3,apartment
New Cairo,"4,200,000", 192 m2,3,3,apartment
New Cairo,"5,200,000", 170 m2,3,4,apartment
New Cairo,"2,000,000", 127 m2,2,2,apartment
New Cairo,"3,075,000", 148 m2,2,3,apartment
New Cairo,"4,100,000", 278 m2,4,4,apartment
New Cairo,"3,500,000", 205 m2,3,4,apartment
New Cairo,"3,600,000", 231 m2,3,4,apartment
New Cairo,"3,375,000", 191 m2,3,3,apartment
New Cairo,"4,700,000", 254 m2,3,3,duplex
New Cairo,"3,050,000", 188 m2,3,3,apartment
6th October,"2,365,000", 185 m2,4,2,twin-house
6th October,"3,200,000", 185 m2,3,3,twin-house
New Cairo,"17,770,000", 369 m2,5,4,villa
New Cairo,"15,900,000", 369 m2,5,4,villa
New Cairo,"11,500,000", 369 m2,5,4,villa
New Cairo,"11,500,000", 348 m2,5,4,villa
New Cairo,"11,500,000", 352 m2,5,4,villa
New Cairo,"8,900,000", 248 m2,4,3,villa
New Cairo,"9,150,000", 249 m2,4,3,villa
New Cairo,"8,900,000", 249 m2,5,4,villa
New Cairo,"11,500,000", 351 m2,5,4,villa
New Cairo,"11,500,000", 347 m2,5,4,villa
New Cairo,"11,500,000", 352 m2,5,4,villa
New Cairo,"7,900,000", 246 m2,4,3,villa
New Cairo,"17,250,000", 369 m2,5,4,villa
New Cairo,"7,664,000", 297 m2,4,3,pent-house
New Cairo,"6,148,000", 240 m2,4,3,pent-house
New Cairo,"7,408,000", 286 m2,4,3,pent-house
New Cairo,"7,238,000", 270 m2,4,3,pent-house
New Cairo,"3,069,000", 225 m2,4,3,pent-house
New Cairo,"3,609,000", 130 m2,3,2,pent-house
New Cairo,"5,648,000", 225 m2,4,3,pent-house
New Cairo,"6,916,000", 270 m2,4,3,pent-house
New Cairo,"5,303,000", 219 m2,4,3,pent-house
New Cairo,"5,318,000", 225 m2,4,3,pent-house
New Cairo,"4,838,000", 225 m2,4,3,pent-house
New Cairo,"5,513,000", 245 m2,4,3,pent-house
New Cairo,"6,053,000", 245 m2,4,3,pent-house
New Cairo,"7,793,000", 291 m2,4,3,pent-house
New Cairo,"5,317,000", 200 m2,3,2,pent-house
New Cairo,"4,459,000", 187 m2,3,2,pent-house
New Cairo,"6,405,000", 245 m2,4,3,pent-house
New Cairo,"2,607,000", 115 m2,3,2,pent-house
New Cairo,"5,303,000", 219 m2,3,2,pent-house
New Cairo,"7,793,000", 291 m2,4,3,pent-house
New Cairo,"6,360,000", 245 m2,4,3,pent-house
New Cairo,"4,802,000", 188 m2,3,2,pent-house
New Cairo,"4,609,000", 187 m2,3,2,pent-house
New Cairo,"13,250,000", 348 m2,5,4,twin-house
New Cairo,"5,318,000", 225 m2,3,2,apartment
New Cairo,"4,715,000", 205 m2,3,2,apartment
New Cairo,"5,250,000", 200 m2,3,2,apartment
New Cairo,"3,703,000", 155 m2,3,2,apartment
New Cairo,"2,646,000", 115 m2,2,2,apartment
New Cairo,"3,719,000", 167 m2,3,2,apartment
New Cairo,"3,500,000", 180 m2,3,2,apartment
New Cairo,"2,997,000", 160 m2,3,2,apartment
New Cairo,"2,206,000", 85 m2,2,1,apartment
New Cairo,"1,600,000", 200 m2,3,2,apartment
New Cairo,"3,385,578", 160 m2,3,2,apartment
New Cairo,"3,739,498", 140 m2,3,2,apartment
New Cairo,"3,207,186", 163 m2,3,2,apartment
New Cairo,"2,745,236", 145 m2,3,2,apartment
New Cairo,"2,647,862", 121 m2,3,2,apartment
New Cairo,"3,293,569", 140 m2,3,2,apartment
New Cairo,"2,625,567", 140 m2,3,2,apartment
New Cairo,"3,742,300", 140 m2,3,2,apartment
New Cairo,"3,646,131", 160 m2,3,2,apartment
New Cairo,"3,801,613", 163 m2,3,2,apartment
New Cairo,"3,451,281", 171 m2,3,2,apartment
New Cairo,"3,329,112", 171 m2,3,2,apartment
New Cairo,"3,173,386", 160 m2,3,2,apartment
New Cairo,"3,487,543", 171 m2,3,2,apartment
New Cairo,"3,455,547", 171 m2,3,2,apartment
New Cairo,"3,536,234", 160 m2,3,2,apartment
New Cairo,"3,808,292", 163 m2,3,2,apartment
New Cairo,"2,708,887", 121 m2,3,2,apartment
New Cairo,"3,760,858", 140 m2,3,2,apartment
New Cairo,"2,730,590", 147 m2,3,2,apartment
New Cairo,"2,756,845", 147 m2,3,2,apartment
New Cairo,"2,745,236", 145 m2,3,2,apartment
New Cairo,"2,650,572", 140 m2,3,2,apartment
New Cairo,"2,822,931", 145 m2,3,2,apartment
New Cairo,"3,343,579", 180 m2,3,2,apartment
New Cairo,"2,797,033", 145 m2,3,2,apartment
New Cairo,"3,288,831", 140 m2,3,2,apartment
New Cairo,"3,388,158", 140 m2,3,2,apartment
New Cairo,"3,161,754", 167 m2,3,2,apartment
New Cairo,"3,280,974", 167 m2,3,2,apartment
New Cairo,"3,086,381", 160 m2,3,2,apartment
New Cairo,"3,487,251", 160 m2,3,2,apartment
New Cairo,"3,600,636", 160 m2,3,2,apartment
New Cairo,"3,753,329", 163 m2,3,2,apartment
New Cairo,"2,675,977", 121 m2,3,2,apartment
New Cairo,"2,890,102", 145 m2,3,2,apartment
New Cairo,"3,000,648", 160 m2,3,2,apartment
New Cairo,"3,298,569", 171 m2,3,2,apartment
New Cairo,"3,615,527", 171 m2,3,2,apartment
New Cairo,"3,237,485", 171 m2,3,2,apartment
New Cairo,"3,421,492", 160 m2,3,2,apartment
New Cairo,"3,708,659", 160 m2,3,2,apartment
New Cairo,"3,939,736", 163 m2,3,2,apartment
New Cairo,"2,602,406", 121 m2,3,2,apartment
New Cairo,"2,625,567", 147 m2,3,2,apartment
New Cairo,"2,600,562", 140 m2,3,2,apartment
New Cairo,"2,719,337", 145 m2,3,2,apartment
New Cairo,"2,572,953", 121 m2,3,2,apartment
New Cairo,"3,298,324", 163 m2,3,2,apartment
New Cairo,"2,972,070", 160 m2,3,2,apartment
New Cairo,"3,102,098", 167 m2,3,2,apartment
New Cairo,"3,221,410", 167 m2,3,2,apartment
New Cairo,"3,237,485", 171 m2,3,2,apartment
New Cairo,"3,329,112", 171 m2,3,2,apartment
New Cairo,"2,947,980", 140 m2,3,2,apartment
New Cairo,"2,625,567", 140 m2,3,2,apartment
New Cairo,"2,572,953", 121 m2,3,2,apartment
Mostakbal City,"4,637,500", 371 m2,4,3,twin-house
Mostakbal City,"5,291,000", 481 m2,5,3,twin-house
Mostakbal City,"4,452,000", 371 m2,4,3,twin-house
Mostakbal City,"4,732,000", 364 m2,6,5,town-house
Mostakbal City,"4,667,000", 359 m2,6,5,town-house
Mostakbal City,"4,468,000", 346 m2,6,5,town-house
Mostakbal City,"4,381,000", 337 m2,6,5,town-house
Mostakbal City,"4,212,000", 324 m2,6,5,town-house
Mostakbal City,"4,043,000", 311 m2,6,5,town-house
Mostakbal City,"3,900,000", 300 m2,6,5,town-house
Mostakbal City,"3,887,000", 299 m2,6,5,town-house
Mostakbal City,"3,679,000", 283 m2,5,4,town-house
Mostakbal City,"3,562,000", 274 m2,5,4,town-house
Mostakbal City,"3,458,000", 266 m2,5,4,town-house
Mostakbal City,"3,354,000", 258 m2,5,4,town-house
Mostakbal City,"3,055,000", 235 m2,4,3,town-house
Mostakbal City,"2,600,000", 200 m2,4,3,town-house
Mostakbal City,"4,576,000", 416 m2,5,3,town-house
Mostakbal City,"4,050,000", 324 m2,4,2,town-house
Mostakbal City,"4,160,000", 416 m2,5,2,town-house
Mostakbal City,"3,240,000", 324 m2,4,2,town-house
Mostakbal City,"2,474,000", 173 m2,3,2,villa
Mostakbal City,"2,165,000", 180 m2,3,2,apartment
Mostakbal City,"1,677,000", 133 m2,3,2,apartment
Mostakbal City,"1,767,000", 133 m2,3,2,apartment
Mostakbal City,"1,690,000", 127 m2,2,1,apartment
Mostakbal City,"1,689,000", 127 m2,2,1,apartment
Mostakbal City,"1,200,000", 91 m2,2,1,apartment
Mostakbal City,"1,165,000", 91 m2,2,1,apartment
Mostakbal City,"1,767,000", 133 m2,3,1,apartment
Mostakbal City,"1,165,000", 91 m2,2,1,apartment
Mostakbal City,"1,689,000", 127 m2,2,1,apartment
Mostakbal City,"2,150,000", 180 m2,3,2,apartment
Mostakbal City,"2,259,000", 167 m2,3,2,apartment
Mostakbal City,"1,400,000", 147 m2,3,2,apartment
Mostakbal City,"1,660,000", 131 m2,2,2,apartment
Mostakbal City,"1,100,000", 90 m2,2,1,apartment
Mostakbal City,"954,500", 83 m2,2,1,studio
Mostakbal City,"1,486,000", 118 m2,2,2,apartment
Mostakbal City,"1,460,500", 127 m2,2,2,apartment
New Cairo,"2,084,500", 140 m2,2,2,apartment
New Cairo,"1,390,000", 128 m2,2,1,apartment
New Cairo,"2,200,000", 155 m2,2,2,apartment
New Cairo,"1,599,000", 128 m2,2,1,apartment
New Cairo,"2,420,000", 200 m2,3,3,apartment
Mostakbal City,"2,383,600", 143 m2,3,2,apartment
Mostakbal City,"2,712,600", 165 m2,3,2,apartment
Mostakbal City,"2,739,800", 165 m2,3,2,apartment
Mostakbal City,"2,712,600", 165 m2,3,2,apartment
Mostakbal City,"2,739,800", 165 m2,3,2,apartment
Mostakbal City,"2,814,900", 164 m2,3,2,apartment
Mostakbal City,"2,737,900", 162 m2,3,2,apartment
Mostakbal City,"2,872,700", 168 m2,3,2,apartment
Mostakbal City,"2,740,500", 167 m2,3,2,apartment
Mostakbal City,"2,637,800", 156 m2,3,2,apartment
Mostakbal City,"2,600,800", 156 m2,3,2,apartment
Mostakbal City,"2,600,800", 156 m2,3,2,apartment
Mostakbal City,"2,749,800", 165 m2,3,2,apartment
Mostakbal City,"2,739,800", 165 m2,3,2,apartment
Mostakbal City,"2,383,600", 143 m2,3,2,apartment
Mostakbal City,"2,677,500", 166 m2,3,2,apartment
Mostakbal City,"2,589,100", 162 m2,3,2,apartment
Mostakbal City,"2,698,200", 162 m2,3,2,apartment
Mostakbal City,"2,698,200", 162 m2,3,2,apartment
Mostakbal City,"2,383,600", 143 m2,3,2,apartment
Mostakbal City,"4,182,700", 255 m2,5,4,apartment
Mostakbal City,"4,195,700", 285 m2,5,4,apartment
Mostakbal City,"4,958,700", 285 m2,5,4,apartment
Mostakbal City,"3,623,300", 215 m2,4,3,apartment
Mostakbal City,"3,251,000", 198 m2,4,3,apartment
Mostakbal City,"3,381,500", 203 m2,4,3,apartment
Mostakbal City,"3,337,300", 203 m2,4,3,apartment
Mostakbal City,"3,122,300", 190 m2,4,3,apartment
Mostakbal City,"3,471,500", 208 m2,4,3,apartment
Mostakbal City,"3,364,200", 208 m2,4,3,apartment
Mostakbal City,"3,437,200", 206 m2,4,3,apartment
Mostakbal City,"3,344,000", 206 m2,4,3,apartment
Mostakbal City,"3,327,800", 206 m2,4,3,apartment
Mostakbal City,"3,124,000", 190 m2,4,3,apartment
Mostakbal City,"3,179,200", 190 m2,4,3,apartment
Mostakbal City,"3,364,200", 208 m2,4,3,apartment
Mostakbal City,"3,238,900", 197 m2,4,3,apartment
Mostakbal City,"3,207,500", 190 m2,4,3,apartment
Mostakbal City,"3,124,000", 190 m2,4,3,apartment
Mostakbal City,"3,211,700", 190 m2,4,3,apartment
Mostakbal City,"3,344,000", 206 m2,4,3,apartment
Mostakbal City,"3,327,800", 206 m2,4,3,apartment
Mostakbal City,"3,425,600", 206 m2,4,3,apartment
Mostakbal City,"3,158,100", 195 m2,4,3,apartment
Mostakbal City,"3,250,800", 195 m2,4,3,apartment
Mostakbal City,"2,661,700", 162 m2,3,2,apartment
Mostakbal City,"2,693,000", 162 m2,3,2,apartment
Mostakbal City,"2,481,900", 151 m2,3,2,apartment
Mostakbal City,"2,511,300", 151 m2,3,2,apartment
Mostakbal City,"2,490,100", 150 m2,3,2,apartment
Mostakbal City,"2,485,600", 150 m2,3,2,apartment
Mostakbal City,"2,790,300", 165 m2,3,2,apartment
Mostakbal City,"2,749,800", 165 m2,3,2,apartment
Mostakbal City,"2,702,800", 165 m2,3,2,apartment
Mostakbal City,"2,734,300", 165 m2,3,2,apartment
Mostakbal City,"2,744,200", 165 m2,3,2,apartment
Mostakbal City,"2,702,900", 165 m2,3,2,apartment
Mostakbal City,"2,565,700", 156 m2,3,2,apartment
Mostakbal City,"2,526,600", 156 m2,3,2,apartment
Mostakbal City,"2,556,400", 156 m2,3,2,apartment
Mostakbal City,"2,351,400", 151 m2,3,2,apartment
Mostakbal City,"2,481,900", 151 m2,3,2,apartment
Mostakbal City,"2,515,900", 151 m2,3,2,apartment
Mostakbal City,"2,702,800", 165 m2,3,2,apartment
Mostakbal City,"2,712,600", 165 m2,3,2,apartment
Mostakbal City,"2,702,800", 165 m2,3,2,apartment
Mostakbal City,"2,661,700", 162 m2,3,2,apartment
Mostakbal City,"2,698,200", 162 m2,3,2,apartment
Mostakbal City,"2,740,500", 166 m2,3,2,apartment
Mostakbal City,"2,456,500", 150 m2,3,2,apartment
Mostakbal City,"2,456,500", 150 m2,3,2,apartment
Mostakbal City,"2,490,100", 150 m2,3,2,apartment
Mostakbal City,"3,085,000", 183 m2,4,3,apartment
Mostakbal City,"3,040,300", 183 m2,4,3,apartment
Mostakbal City,"3,331,600", 197 m2,4,3,apartment
Mostakbal City,"3,283,300", 197 m2,4,3,apartment
Mostakbal City,"3,166,800", 191 m2,4,3,apartment
Mostakbal City,"3,165,100", 190 m2,4,3,apartment
Mostakbal City,"3,211,700", 190 m2,4,3,apartment
Mostakbal City,"3,213,400", 190 m2,4,3,apartment
Mostakbal City,"3,211,400", 190 m2,4,3,apartment
Mostakbal City,"3,416,200", 208 m2,4,3,apartment
Mostakbal City,"3,379,300", 206 m2,4,3,apartment
Mostakbal City,"3,442,200", 206 m2,4,3,apartment
Mostakbal City,"3,442,200", 206 m2,4,3,apartment
Mostakbal City,"3,425,600", 206 m2,4,3,apartment
Mostakbal City,"4,929,600", 263 m2,5,4,apartment
Mostakbal City,"5,189,400", 262 m2,5,4,apartment
Mostakbal City,"5,000,200", 265 m2,5,4,apartment
Mostakbal City,"5,104,200", 265 m2,5,4,apartment
Mostakbal City,"3,781,000", 168 m2,3,2,apartment
Mostakbal City,"3,673,100", 168 m2,3,2,apartment
Mostakbal City,"3,781,000", 168 m2,3,2,apartment
Mostakbal City,"3,716,200", 168 m2,3,2,apartment
Mostakbal City,"3,673,100", 168 m2,3,2,apartment
Mostakbal City,"3,600,100", 168 m2,3,2,apartment
Mostakbal City,"3,729,900", 168 m2,3,2,apartment
Mostakbal City,"3,673,100", 168 m2,3,2,apartment
Mostakbal City,"3,600,100", 168 m2,3,2,apartment
Mostakbal City,"3,729,900", 168 m2,3,2,apartment
Mostakbal City,"3,716,200", 168 m2,3,2,apartment
Mostakbal City,"3,729,900", 168 m2,3,2,apartment
Mostakbal City,"4,597,500", 207 m2,4,3,apartment
Mostakbal City,"4,611,600", 207 m2,4,3,apartment
Mostakbal City,"4,466,200", 207 m2,4,3,apartment
Mostakbal City,"4,549,200", 207 m2,4,3,apartment
Mostakbal City,"4,549,200", 207 m2,4,3,apartment
Mostakbal City,"4,527,500", 207 m2,4,3,apartment
Mostakbal City,"4,611,600", 207 m2,4,3,apartment
